"Código
Departamental",Nombre del Departamento,"Código
Municipal","Código
Depto+Mpio+Cpob",Nombre de Municipios y Corregimientos Departamentales,Cabeceras y Centros Poblados,Categoría,Cantidad de Manzanas,Año de Creación,Acto Administrativo,Segregado de
27,Chocó,27 - 025,27 - 025 - 023,ALTO BAUDÓ,Las Delicias,C,,,,
27,Chocó,27 - 025,27 - 025 - 024,ALTO BAUDÓ,Mojaudó,C,,,,
27,Chocó,27 - 025,27 - 025 - 025,ALTO BAUDÓ,Nuncidó,C,,,,
27,Chocó,27 - 025,27 - 025 - 027,ALTO BAUDÓ,Puesto Indio,C,,,,
27,Chocó,27 - 025,27 - 025 - 028,ALTO BAUDÓ,Santa Maria De Condoto,C,,,,
27,Chocó,27 - 025,27 - 025 - 030,ALTO BAUDÓ,Amparraida (Santa Rita),CP,,,,
27,Chocó,27 - 025,27 - 025 - 031,ALTO BAUDÓ,Bagrera (Puerto Martínez),CP,,,,
27,Chocó,27 - 025,27 - 025 - 032,ALTO BAUDÓ,Guineo,CP,,,,
27,Chocó,27 - 025,27 - 025 - 033,ALTO BAUDÓ,Miacora,CP,,,,
27,Chocó,27 - 025,27 - 025 - 034,ALTO BAUDÓ,Playita,CP,,,,
27,Chocó,27 - 025,27 - 025 - 035,ALTO BAUDÓ,Puerto Alegre,CP,,,,
27,Chocó,27 - 025,27 - 025 - 036,ALTO BAUDÓ,Puerto Córdoba Urudo,CP,,,,
27,Chocó,27 - 025,27 - 025 - 037,ALTO BAUDÓ,Puerto Echeverry,CP,,,,
27,Chocó,27 - 025,27 - 025 - 038,ALTO BAUDÓ,Puerto Libia,CP,,,,
27,Chocó,27 - 025,27 - 025 - 039,ALTO BAUDÓ,Punto Caiminto,CP,,,,
27,Chocó,27 - 050,27 - 050 - 000,ATRATO,Yuto,CM,32,1997,Ordenanza 10 de mayo 9 de 1997,Quibdó
27,Chocó,27 - 050,27 - 050 - 001,ATRATO,Arenal,C,2,,,
27,Chocó,27 - 050,27 - 050 - 002,ATRATO,Doña Josefa,C,15,,,
27,Chocó,27 - 050,27 - 050 - 003,ATRATO,Samurindó,C,8,,,
27,Chocó,27 - 050,27 - 050 - 004,ATRATO,Real De Tanandó,C,7,,,
27,Chocó,27 - 050,27 - 050 - 005,ATRATO,Motoldó,C,,,,
27,Chocó,27 - 050,27 - 050 - 006,ATRATO,San José De Purré,C,,,,
27,Chocó,27 - 050,27 - 050 - 007,ATRATO,San Martín De Purré,C,,,,
27,Chocó,27 - 050,27 - 050 - 008,ATRATO,La Molana,CAS,,,,
27,Chocó,27 - 050,27 - 050 - 009,ATRATO,Puente De Tanandó,CAS,,,,
27,Chocó,27 - 050,27 - 050 - 010,ATRATO,Puente De Paimadó,CAS,,,,
27,Chocó,27 - 050,27 - 050 - 011,ATRATO,Isla De Los Pinilla,CAS,,,,
27,Chocó,27 - 050,27 - 050 - 012,ATRATO,Plaa De Oro,CAS,,,,
27,Chocó,27 - 050,27 - 050 - 013,ATRATO,La Toma,CAS,,,,
27,Chocó,27 - 050,27 - 050 - 015,ATRATO,Brazo De Los Naranjos,CAS,,,,
27,Chocó,27 - 073,27 - 073 - 000,BAGADÓ,Bagadó,CM,35,1857, ,
27,Chocó,27 - 073,27 - 073 - 001,BAGADÓ,Aguasal,C,,,,
27,Chocó,27 - 073,27 - 073 - 002,BAGADÓ,Chambare,IP,,,,
27,Chocó,27 - 073,27 - 073 - 003,BAGADÓ,Dabaibe,C,,,,
27,Chocó,27 - 073,27 - 073 - 004,BAGADÓ,Engrivadó,IPD,,,,
27,Chocó,27 - 073,27 - 073 - 005,BAGADÓ,La Sierra,IPD,5,,,
27,Chocó,27 - 073,27 - 073 - 006,BAGADÓ,Piedra Honda,IPD,,,,
27,Chocó,27 - 073,27 - 073 - 007,BAGADÓ,San Marino,IPD,,,,
27,Chocó,27 - 073,27 - 073 - 008,BAGADÓ,Tapera,IP,,,,
27,Chocó,27 - 073,27 - 073 - 009,BAGADÓ,El Salto,CAS,,,,
27,Chocó,27 - 073,27 - 073 - 010,BAGADÓ,Playa Bonita,CAS,,,,
27,Chocó,27 - 073,27 - 073 - 011,BAGADÓ,Vivícora,IPD,,,,
27,Chocó,27 - 073,27 - 073 - 012,BAGADÓ,Pescadito,C,,,,
27,Chocó,27 - 075,27 - 075 - 000,BAHÍA SOLANO,Mútis,CM,54,1962,Ordenanza 08 del 19 de Noviembre 1962,Nuquí
27,Chocó,27 - 075,27 - 075 - 001,BAHÍA SOLANO,Cupica,C,7,,,
27,Chocó,27 - 075,27 - 075 - 002,BAHÍA SOLANO,El Valle,C,22,,,
27,Chocó,27 - 075,27 - 075 - 003,BAHÍA SOLANO,Huaca,C,,,,
27,Chocó,27 - 075,27 - 075 - 004,BAHÍA SOLANO,Huina,C,6,,,
27,Chocó,27 - 075,27 - 075 - 005,BAHÍA SOLANO,Juna,CAS,,,,
27,Chocó,27 - 075,27 - 075 - 006,BAHÍA SOLANO,Mecana,IP,,,,
27,Chocó,27 - 075,27 - 075 - 007,BAHÍA SOLANO,Nabugá,IP,6,,,
27,Chocó,27 - 075,27 - 075 - 008,BAHÍA SOLANO,Tebada,CAS,,,,
27,Chocó,27 - 077,27 - 077 - 000,BAJO BAUDÓ,Pizarro,CM,36,1934, ,
27,Chocó,27 - 077,27 - 077 - 002,BAJO BAUDÓ,Belén De Docampodo,C,,,,
27,Chocó,27 - 077,27 - 077 - 005,BAJO BAUDÓ,Cuevita,C,4,,,
27,Chocó,27 - 077,27 - 077 - 006,BAJO BAUDÓ,Dotenedó,IP,,,,
27,Chocó,27 - 077,27 - 077 - 007,BAJO BAUDÓ,Hijuá,IP,,,,
27,Chocó,27 - 077,27 - 077 - 008,BAJO BAUDÓ,Orpúa,C,4,,,
27,Chocó,27 - 077,27 - 077 - 009,BAJO BAUDÓ,Pavasa,C,,,,
27,Chocó,27 - 077,27 - 077 - 011,BAJO BAUDÓ,Piliza,C,5,,,
27,Chocó,27 - 077,27 - 077 - 012,BAJO BAUDÓ,Playita,IP,,,,
27,Chocó,27 - 077,27 - 077 - 014,BAJO BAUDÓ,Punta Purricha,IP,,,,
27,Chocó,27 - 077,27 - 077 - 015,BAJO BAUDÓ,Purricha,IP,,,,
27,Chocó,27 - 077,27 - 077 - 016,BAJO BAUDÓ,Sivirú,C,12,,,
27,Chocó,27 - 077,27 - 077 - 017,BAJO BAUDÓ,Torreidó De Abajo,IP,,,,
27,Chocó,27 - 077,27 - 077 - 018,BAJO BAUDÓ,Torreidó De Arriba,IP,,,,
27,Chocó,27 - 077,27 - 077 - 019,BAJO BAUDÓ,Virudó,C,11,,,
27,Chocó,27 - 077,27 - 077 - 021,BAJO BAUDÓ,Curundó,CAS,,,,
27,Chocó,27 - 077,27 - 077 - 022,BAJO BAUDÓ,Punta De Igua,CAS,,,,
27,Chocó,27 - 077,27 - 077 - 024,BAJO BAUDÓ,Villa María,CAS,2,,,
27,Chocó,27 - 077,27 - 077 - 026,BAJO BAUDÓ,Guineal,C,,,,
27,Chocó,27 - 077,27 - 077 - 028,BAJO BAUDÓ,Puerto Echeverri,CAS,4,,,
27,Chocó,27 - 077,27 - 077 - 029,BAJO BAUDÓ,Usaragá,C,3,,,
27,Chocó,27 - 077,27 - 077 - 031,BAJO BAUDÓ,San Miguel De Baudó,C,,,,
27,Chocó,27 - 077,27 - 077 - 032,BAJO BAUDÓ,Puerto Abadía,C,,,,
27,Chocó,27 - 077,27 - 077 - 033,BAJO BAUDÓ,Villa Colombia,C,,,,
27,Chocó,27 - 086,27 - 086 - 000,BELÉN DE BAJIRÁ,Belén De Bajirá,CM,42,2000,Ordenanza 011 del 19 de Junio del 2000,Riosucio
27,Chocó,27 - 086,27 - 086 - 001,BELÉN DE BAJIRÁ,Blanquiset,C,,,,
27,Chocó,27 - 086,27 - 086 - 002,BELÉN DE BAJIRÁ,Campo Alegre,C,,,,
27,Chocó,27 - 086,27 - 086 - 003,BELÉN DE BAJIRÁ,Llano Rico,C,,,,
27,Chocó,27 - 086,27 - 086 - 004,BELÉN DE BAJIRÁ,Macondo,C,,,,
27,Chocó,27 - 086,27 - 086 - 005,BELÉN DE BAJIRÁ,Playa Roja,C,,,,
27,Chocó,27 - 086,27 - 086 - 006,BELÉN DE BAJIRÁ,Tumaradocito,C,,,,
27,Chocó,27 - 086,27 - 086 - 007,BELÉN DE BAJIRÁ,Leoncito,CP,,,,
27,Chocó,27 - 086,27 - 086 - 008,BELÉN DE BAJIRÁ,Nuevo Oriente,CP,,,,
27,Chocó,27 - 086,27 - 086 - 009,BELÉN DE BAJIRÁ,Primavera,CP,,,,
27,Chocó,27 - 086,27 - 086 - 010,BELÉN DE BAJIRÁ,San Andrés,CP,,,,
27,Chocó,27 - 086,27 - 086 - 011,BELÉN DE BAJIRÁ,Tierra Adentro,CP,,,,
27,Chocó,27 - 086,27 - 086 - 012,BELÉN DE BAJIRÁ,Villa Nueva,CP,,,,
27,Chocó,27 - 099,27 - 099 - 000,BOJAYA,Bellavista,CM,17,1960,Ordenanza 13 de Diciembre 12 de 1960,Quibdó
27,Chocó,27 - 099,27 - 099 - 001,BOJAYA,Alfonso López,C,,,,
27,Chocó,27 - 099,27 - 099 - 002,BOJAYA,La Loma De Bojayá,IPD,19,,,
27,Chocó,27 - 099,27 - 099 - 003,BOJAYA,Isla De Los Palacios,C,1,,,
27,Chocó,27 - 099,27 - 099 - 004,BOJAYA,La Boba,IP,,,,
27,Chocó,27 - 099,27 - 099 - 005,BOJAYA,Napipi,C,4,,,
27,Chocó,27 - 099,27 - 099 - 006,BOJAYA,Boca De Opogado,IPD,,,,
27,Chocó,27 - 099,27 - 099 - 007,BOJAYA,Pueblo Nuevo,IP,,,,
27,Chocó,27 - 099,27 - 099 - 008,BOJAYA,Puerto Contó,IPD,13,,,
27,Chocó,27 - 099,27 - 099 - 009,BOJAYA,San José,IP,4,,,
27,Chocó,27 - 099,27 - 099 - 010,BOJAYA,Santa Cruz,C,,,,
27,Chocó,27 - 099,27 - 099 - 011,BOJAYA,Veracruz,IP,,,,
27,Chocó,27 - 099,27 - 099 - 012,BOJAYA,Pogue,C,3,,,
27,Chocó,27 - 099,27 - 099 - 013,BOJAYA,Mesopotamia,C,6,,,
27,Chocó,27 - 099,27 - 099 - 015,BOJAYA,El Tigre,CAS,3,,,
27,Chocó,27 - 099,27 - 099 - 030,BOJAYA,Piedra Candela,CP,,,,
27,Chocó,27 - 135,27 - 135 - 000,EL CANTÓN DEL SAN PABLO,Managrú,CM,34,1994,Ordenanza 04 de mayo 23 de 1994,Itsmina
27,Chocó,27 - 135,27 - 135 - 001,EL CANTÓN DEL SAN PABLO,Boca De Raspadura,C,5,,,
27,Chocó,27 - 135,27 - 135 - 002,EL CANTÓN DEL SAN PABLO,La Victoria,C,,,,
27,Chocó,27 - 135,27 - 135 - 003,EL CANTÓN DEL SAN PABLO,Puerto Pervel,C,,,,
27,Chocó,27 - 135,27 - 135 - 004,EL CANTÓN DEL SAN PABLO,Taridó,C,,,,
27,Chocó,27 - 135,27 - 135 - 005,EL CANTÓN DEL SAN PABLO,Guapandó,CAS,,,,
27,Chocó,27 - 135,27 - 135 - 006,EL CANTÓN DEL SAN PABLO,Jorodó,CAS,,,,
27,Chocó,27 - 135,27 - 135 - 007,EL CANTÓN DEL SAN PABLO,La Isla,CAS,,,,
27,Chocó,27 - 135,27 - 135 - 008,EL CANTÓN DEL SAN PABLO,Pavaza,CAS,,,,
27,Chocó,27 - 135,27 - 135 - 009,EL CANTÓN DEL SAN PABLO,San Luis,CAS,,,,
27,Chocó,27 - 150,27 - 150 - 000,CARMEN DEL DARIEN,Curbaradó,CM,7,2000,Ordenanza 18 del 22 de Septiembretiembre del 2000,Riosucio
27,Chocó,27 - 150,27 - 150 - 001,CARMEN DEL DARIEN,Brisas,C,,,,
27,Chocó,27 - 150,27 - 150 - 002,CARMEN DEL DARIEN,Domingodó,C,4,,,
27,Chocó,27 - 150,27 - 150 - 003,CARMEN DEL DARIEN,La Grande,C,2,,,
27,Chocó,27 - 150,27 - 150 - 004,CARMEN DEL DARIEN,Puerto Lleras,C,,,,
27,Chocó,27 - 150,27 - 150 - 005,CARMEN DEL DARIEN,Turriquitadó,C,3,,,
27,Chocó,27 - 150,27 - 150 - 006,CARMEN DEL DARIEN,Vigia De Curbadó,C,,,,
27,Chocó,27 - 150,27 - 150 - 007,CARMEN DEL DARIEN,Villa Nueva De Montaño,C,3,,,
27,Chocó,27 - 150,27 - 150 - 008,CARMEN DEL DARIEN,Apartadó Buena Vista,CP,4,,,
27,Chocó,27 - 150,27 - 150 - 010,CARMEN DEL DARIEN,Brisas Del Cetino,CP,,,,
27,Chocó,27 - 150,27 - 150 - 011,CARMEN DEL DARIEN,Buena Vista,CP,,,,
27,Chocó,27 - 150,27 - 150 - 012,CARMEN DEL DARIEN,Chicao,CP,,,,
27,Chocó,27 - 150,27 - 150 - 013,CARMEN DEL DARIEN,Gengadodenio,CP,,,,
27,Chocó,27 - 150,27 - 150 - 014,CARMEN DEL DARIEN,La Madre,CP,,,,
27,Chocó,27 - 150,27 - 150 - 015,CARMEN DEL DARIEN,Nueva Esperanza,CP,,,,
27,Chocó,27 - 150,27 - 150 - 016,CARMEN DEL DARIEN,Pueblo Nuevo,CP,,,,
27,Chocó,27 - 160,27 - 160 - 000,CÉRTEGUI,Cértegui,CM,36,2000,Ordenanza 012 del 29  de Junio del 2000,"Tadó, Lloró Y Bagadó"
27,Chocó,27 - 160,27 - 160 - 001,CÉRTEGUI,La Toma,C,,,,
27,Chocó,27 - 160,27 - 160 - 002,CÉRTEGUI,Parecito,C,,,,
27,Chocó,27 - 160,27 - 160 - 003,CÉRTEGUI,Paredes,C,,,,
27,Chocó,27 - 160,27 - 160 - 004,CÉRTEGUI,Variante De Certergui,C,,,,
27,Chocó,27 - 160,27 - 160 - 005,CÉRTEGUI,Ibordo,CP,,,,
27,Chocó,27 - 205,27 - 205 - 000,CONDOTO,Condoto,CM,67,1878, ,
27,Chocó,27 - 205,27 - 205 - 001,CONDOTO,Acosó,IP,,,,
27,Chocó,27 - 205,27 - 205 - 002,CONDOTO,Corodó,IP,,,,
27,Chocó,27 - 205,27 - 205 - 004,CONDOTO,La Florida,IPD,,,,
27,Chocó,27 - 205,27 - 205 - 005,CONDOTO,La Muriña,IP,,,,
27,Chocó,27 - 205,27 - 205 - 006,CONDOTO,Mandinga,IP,,,,
27,Chocó,27 - 205,27 - 205 - 007,CONDOTO,Opogodó,IPD,,,,
27,Chocó,27 - 205,27 - 205 - 008,CONDOTO,Santa Ana,IPD,,,,
27,Chocó,27 - 205,27 - 205 - 011,CONDOTO,Tajuato,IPD,,,,
27,Chocó,27 - 205,27 - 205 - 012,CONDOTO,Viroviro,C,,,,
27,Chocó,27 - 205,27 - 205 - 014,CONDOTO,La Planta,C,,,,
27,Chocó,27 - 205,27 - 205 - 015,CONDOTO,Ilaria,CAS,,,,
27,Chocó,27 - 205,27 - 205 - 016,CONDOTO,Consuelo Andrapa,C,,,,
27,Chocó,27 - 205,27 - 205 - 017,CONDOTO,El Paso,C,,,,
27,Chocó,27 - 205,27 - 205 - 018,CONDOTO,La Encharcazon,C,,,,
27,Chocó,27 - 245,27 - 245 - 000,EL CARMEN DE ATRATO,El Carmen De Atrato,CM,38,1883,Ordenanza 1 del 11 de Enero de 1883,
27,Chocó,27 - 245,27 - 245 - 001,EL CARMEN DE ATRATO,La Playa,IP,,,,
27,Chocó,27 - 245,27 - 245 - 003,EL CARMEN DE ATRATO,Guaduas,C,,,,
27,Chocó,27 - 245,27 - 245 - 004,EL CARMEN DE ATRATO,La Mansa,IP,,,,
27,Chocó,27 - 245,27 - 245 - 005,EL CARMEN DE ATRATO,El Porvenir,CAS,,,,
27,Chocó,27 - 245,27 - 245 - 006,EL CARMEN DE ATRATO,El Siete 2,CAS,3,,,
27,Chocó,27 - 245,27 - 245 - 007,EL CARMEN DE ATRATO,El Siete 1,CAS,,,,
27,Chocó,27 - 250,27 - 250 - 000,EL LITORAL DEL SAN JUAN,Santa Genoviembreeva De Docordó,CM,8,1993,Ordenanza 1  de Mayo 28 de 1993. Ordenanza 6 mayo 30 de 1994,Istmina
27,Chocó,27 - 250,27 - 250 - 001,EL LITORAL DEL SAN JUAN,Copomá,C,1,,,
27,Chocó,27 - 250,27 - 250 - 002,EL LITORAL DEL SAN JUAN,Cucurrupí,C,1,,,
27,Chocó,27 - 250,27 - 250 - 003,EL LITORAL DEL SAN JUAN,Quebrada De Togoromá,C,4,,,
27,Chocó,27 - 250,27 - 250 - 004,EL LITORAL DEL SAN JUAN,Corriente Palo,C,,,,
27,Chocó,27 - 250,27 - 250 - 005,EL LITORAL DEL SAN JUAN,Pichimá,C,6,,,
27,Chocó,27 - 250,27 - 250 - 006,EL LITORAL DEL SAN JUAN,Palestina,C,1,,,
27,Chocó,27 - 250,27 - 250 - 007,EL LITORAL DEL SAN JUAN,Charambirá,C,,,,
27,Chocó,27 - 250,27 - 250 - 008,EL LITORAL DEL SAN JUAN,Chontaduro,CAS,,,,
27,Chocó,27 - 250,27 - 250 - 009,EL LITORAL DEL SAN JUAN,Descolgadero,CAS,,,,
27,Chocó,27 - 250,27 - 250 - 010,EL LITORAL DEL SAN JUAN,El Coco,CAS,,,,
27,Chocó,27 - 250,27 - 250 - 011,EL LITORAL DEL SAN JUAN,El Choncho,CAS,,,,
27,Chocó,27 - 250,27 - 250 - 012,EL LITORAL DEL SAN JUAN,Quícharo,CAS,,,,
27,Chocó,27 - 250,27 - 250 - 013,EL LITORAL DEL SAN JUAN,García Gómez,C,,,,
27,Chocó,27 - 250,27 - 250 - 014,EL LITORAL DEL SAN JUAN,Guachal,CAS,,,,
27,Chocó,27 - 250,27 - 250 - 015,EL LITORAL DEL SAN JUAN,Guagualito,CAS,,,,
27,Chocó,27 - 250,27 - 250 - 016,EL LITORAL DEL SAN JUAN,Jigualito,CAS,,,,
27,Chocó,27 - 250,27 - 250 - 017,EL LITORAL DEL SAN JUAN,La Peñitas,CAS,,,,
27,Chocó,27 - 250,27 - 250 - 018,EL LITORAL DEL SAN JUAN,Los Perea,CAS,,,,
27,Chocó,27 - 250,27 - 250 - 019,EL LITORAL DEL SAN JUAN,Munguidó,C,,,,
27,Chocó,27 - 250,27 - 250 - 020,EL LITORAL DEL SAN JUAN,Chappien,CAS,,,,
27,Chocó,27 - 250,27 - 250 - 021,EL LITORAL DEL SAN JUAN,Burujón,CAS,,,,
27,Chocó,27 - 250,27 - 250 - 022,EL LITORAL DEL SAN JUAN,Pangalita,CAS,,,,
27,Chocó,27 - 250,27 - 250 - 023,EL LITORAL DEL SAN JUAN,Papayo,CAS,,,,
27,Chocó,27 - 250,27 - 250 - 024,EL LITORAL DEL SAN JUAN,Playita,CAS,,,,
27,Chocó,27 - 250,27 - 250 - 025,EL LITORAL DEL SAN JUAN,Carra,CAS,,,,
27,Chocó,27 - 250,27 - 250 - 026,EL LITORAL DEL SAN JUAN,Puerto Murillo,CAS,,,,
27,Chocó,27 - 250,27 - 250 - 027,EL LITORAL DEL SAN JUAN,Quebrada Girón,CAS,,,,
27,Chocó,27 - 250,27 - 250 - 028,EL LITORAL DEL SAN JUAN,Quebrada De Pichimá,C,,,,
27,Chocó,27 - 250,27 - 250 - 029,EL LITORAL DEL SAN JUAN,Pangalá,CAS,3,,,
27,Chocó,27 - 250,27 - 250 - 030,EL LITORAL DEL SAN JUAN,San José,CAS,,,,
27,Chocó,27 - 250,27 - 250 - 031,EL LITORAL DEL SAN JUAN,Taparal,C,,,,
27,Chocó,27 - 250,27 - 250 - 032,EL LITORAL DEL SAN JUAN,Taparalito,CAS,,,,
27,Chocó,27 - 250,27 - 250 - 033,EL LITORAL DEL SAN JUAN,Tío Cirilo,CAS,,,,
27,Chocó,27 - 250,27 - 250 - 034,EL LITORAL DEL SAN JUAN,Tordó,CAS,,,,
27,Chocó,27 - 250,27 - 250 - 035,EL LITORAL DEL SAN JUAN,Trojita,CAS,,,,
27,Chocó,27 - 250,27 - 250 - 036,EL LITORAL DEL SAN JUAN,Venado,CAS,,,,
27,Chocó,27 - 250,27 - 250 - 039,EL LITORAL DEL SAN JUAN,Unión Valsalito,CAS,3,,,
27,Chocó,27 - 361,27 - 361 - 000,ISTMINA,Istmina,CM,154,1903,,
27,Chocó,27 - 361,27 - 361 - 004,ISTMINA,Basuru,C,,,,
27,Chocó,27 - 361,27 - 361 - 006,ISTMINA,Cocove,CAS,,,,
27,Chocó,27 - 361,27 - 361 - 009,ISTMINA,Primavera,IP,,,,
27,Chocó,27 - 361,27 - 361 - 019,ISTMINA,Olave Indio,CAS,,,,
27,Chocó,27 - 361,27 - 361 - 021,ISTMINA,Panamacito,CAS,,,,
27,Chocó,27 - 361,27 - 361 - 023,ISTMINA,Potedo,CAS,,,,
27,Chocó,27 - 361,27 - 361 - 025,ISTMINA,La Víbora,CAS,,,,
27,Chocó,27 - 361,27 - 361 - 029,ISTMINA,San Antonio,CAS,,,,
27,Chocó,27 - 361,27 - 361 - 031,ISTMINA,Mungidó,CAS,,,,
27,Chocó,27 - 361,27 - 361 - 032,ISTMINA,Suruco Santa Mónica,IP,,,,
27,Chocó,27 - 361,27 - 361 - 035,ISTMINA,Negria,CAS,,,,
27,Chocó,27 - 361,27 - 361 - 036,ISTMINA,Boca De San Luis,CP,,,,
27,Chocó,27 - 361,27 - 361 - 040,ISTMINA,Guiniguini,CP,,,,
27,Chocó,27 - 361,27 - 361 - 042,ISTMINA,Paito,CP,,,,
27,Chocó,27 - 361,27 - 361 - 043,ISTMINA,Playa Grande,CP,,,,
27,Chocó,27 - 361,27 - 361 - 044,ISTMINA,Chigorodó (Puerto Salazar),CP,,,,
27,Chocó,27 - 361,27 - 361 - 045,ISTMINA,San Cristóbal,CP,,,,
27,Chocó,27 - 361,27 - 361 - 047,ISTMINA,Suruco San José,CP,,,,
27,Chocó,27 - 361,27 - 361 - 049,ISTMINA,Primera Mojarra,CP,,,,
27,Chocó,27 - 372,27 - 372 - 000,JURADÓ,Juradó,CM,36,1956,Ordenanza 14 del 13 de Diciembre de 1956,Nuquí
27,Chocó,27 - 372,27 - 372 - 001,JURADÓ,Aguacate,IP,2,,,
27,Chocó,27 - 372,27 - 372 - 002,JURADÓ,Coredo,C,,,,
27,Chocó,27 - 372,27 - 372 - 003,JURADÓ,Curiche,C,8,,,
27,Chocó,27 - 372,27 - 372 - 004,JURADÓ,Punta Ardita,C,1,,,
27,Chocó,27 - 372,27 - 372 - 005,JURADÓ,Punta De Cruces,C,,,,
27,Chocó,27 - 372,27 - 372 - 006,JURADÓ,Guarín,C,1,,,
27,Chocó,27 - 372,27 - 372 - 007,JURADÓ,Punta Piña,C,1,,,
27,Chocó,27 - 372,27 - 372 - 008,JURADÓ,Cabo Marzo,C,,,,
27,Chocó,27 - 413,27 - 413 - 000,LLORÓ,Lloró,CM,30,1955,Ordenanza 15  de Diciembre 13 de 1955. Ordenanza 16  Noviembre 25 de 1969,Quibdó
27,Chocó,27 - 413,27 - 413 - 001,LLORÓ,Chagratadá,C,,,,
27,Chocó,27 - 413,27 - 413 - 002,LLORÓ,Guaitadó,C,3,,,
27,Chocó,27 - 413,27 - 413 - 003,LLORÓ,La Vuelta,IPD,21,,,
27,Chocó,27 - 413,27 - 413 - 004,LLORÓ,Las Hamacas,C,,,,
27,Chocó,27 - 413,27 - 413 - 005,LLORÓ,Mumbarado,IPD,,,,
27,Chocó,27 - 413,27 - 413 - 006,LLORÓ,Tumutumbudó,C,,,,
27,Chocó,27 - 413,27 - 413 - 007,LLORÓ,Boraudo,CAS,12,,,
27,Chocó,27 - 413,27 - 413 - 008,LLORÓ,El Llano,CAS,6,,,
27,Chocó,27 - 413,27 - 413 - 009,LLORÓ,Nipordu,CAS,7,,,
27,Chocó,27 - 413,27 - 413 - 010,LLORÓ,Ogodó,CAS,5,,,
27,Chocó,27 - 413,27 - 413 - 011,LLORÓ,Villa Claret,CAS,17,,,
27,Chocó,27 - 413,27 - 413 - 012,LLORÓ,Calle Larga,CAS,6,,,
27,Chocó,27 - 425,27 - 425 - 000,MEDIO ATRATO,Beté,CM,15,1999,Ordenanza 008 del 23 de Junio de 1999,Quibdó
27,Chocó,27 - 425,27 - 425 - 001,MEDIO ATRATO,Boca De Amé,C,4,,,
27,Chocó,27 - 425,27 - 425 - 002,MEDIO ATRATO,Boca De Bebará,C,6,,,
27,Chocó,27 - 425,27 - 425 - 003,MEDIO ATRATO,Campoalegre,C,9,,,
27,Chocó,27 - 425,27 - 425 - 004,MEDIO ATRATO,El Llano De Bebará,C,9,,,
27,Chocó,27 - 425,27 - 425 - 005,MEDIO ATRATO,El Llano De Bebaramá,C,,,,
27,Chocó,27 - 425,27 - 425 - 006,MEDIO ATRATO,San Antonio Del Buey (Campo Santo),C,,,,
27,Chocó,27 - 425,27 - 425 - 007,MEDIO ATRATO,San José De Buey (Alto Buey),C,,,,
27,Chocó,27 - 425,27 - 425 - 008,MEDIO ATRATO,San Roque,C,,,,
27,Chocó,27 - 425,27 - 425 - 009,MEDIO ATRATO,Tangüí,C,11,,,
27,Chocó,27 - 430,27 - 430 - 000,MEDIO BAUDÓ,Medio Baudó,CM,5,1999,Ordenanza 3 del 23 de Abril de 1999,Bajo Baudó
27,Chocó,27 - 430,27 - 430 - 001,MEDIO BAUDÓ,Almendro,C,,,,
27,Chocó,27 - 430,27 - 430 - 002,MEDIO BAUDÓ,Arenal,C,,,,
27,Chocó,27 - 430,27 - 430 - 003,MEDIO BAUDÓ,Boca De Baudocito,C,,,,
27,Chocó,27 - 430,27 - 430 - 004,MEDIO BAUDÓ,Bella Vista,C,,,,
27,Chocó,27 - 430,27 - 430 - 005,MEDIO BAUDÓ,Beriguadó,C,,,,
27,Chocó,27 - 430,27 - 430 - 006,MEDIO BAUDÓ,Cirundó La Banca,C,,,,
27,Chocó,27 - 430,27 - 430 - 007,MEDIO BAUDÓ,Nuevo Platanares,C,,,,
27,Chocó,27 - 430,27 - 430 - 009,MEDIO BAUDÓ,Pie De Pepe,C,10,,,
27,Chocó,27 - 430,27 - 430 - 010,MEDIO BAUDÓ,Puerto Adán,C,,,,
27,Chocó,27 - 430,27 - 430 - 012,MEDIO BAUDÓ,San José De Querá,C,,,,
27,Chocó,27 - 430,27 - 430 - 013,MEDIO BAUDÓ,San Miguel Baudocito,C,,,,
27,Chocó,27 - 430,27 - 430 - 023,MEDIO BAUDÓ,Quera,C,4,,,
27,Chocó,27 - 430,27 - 430 - 024,MEDIO BAUDÓ,Boca De Pepe,C,,,,
27,Chocó,27 - 430,27 - 430 - 025,MEDIO BAUDÓ,San Luis,C,,,,
27,Chocó,27 - 430,27 - 430 - 026,MEDIO BAUDÓ,Unión Misara,C,,,,
27,Chocó,27 - 430,27 - 430 - 027,MEDIO BAUDÓ,Villa Nueva,C,,,,
27,Chocó,27 - 450,27 - 450 - 000,MEDIO SAN JUAN,Andagoya,CM,42,2000,Ordenanza 016 del 20 de Julio del 2000,Condoto y Nóvita
27,Chocó,27 - 450,27 - 450 - 001,MEDIO SAN JUAN,Bebedó,C,12,,,
27,Chocó,27 - 450,27 - 450 - 002,MEDIO SAN JUAN,Boca De Suruco,C,,,,
27,Chocó,27 - 450,27 - 450 - 003,MEDIO SAN JUAN,Chiquichoqui,C,,,,
27,Chocó,27 - 450,27 - 450 - 004,MEDIO SAN JUAN,Dipurdú El Guasimo,C,,,,
27,Chocó,27 - 450,27 - 450 - 005,MEDIO SAN JUAN,El Guamo,C,,,,
27,Chocó,27 - 450,27 - 450 - 006,MEDIO SAN JUAN,Jigualito,C,,,,
27,Chocó,27 - 450,27 - 450 - 007,MEDIO SAN JUAN,La Rancha,C,,,,
